track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,popularity,decade
I'm Here To Get My Baby Out Of Jail,The everly brothers,spotify:track:1E5cZzKmVgLLJcLI6HPbn4,-0.33566280241722274,-1.4034361114264793,-0.6262352862530901,-0.9754085920916922,0.6649977355446168,-0.48722041980101133,1.2268034519819886,-0.5087179605517232,-0.6581733388232409,0.14046177047029923,0.298316844388613,-0.14263069551219895,0.25138562771624845,-0.7747745630093744,0.5181414610654107,1.0000729971410425,60s
"Yester-Me, Yester-You, Yesterday",Stevie wonder,spotify:track:0l9RGwc48deJ6j61KXAAvs,0.36172610983010256,-0.8809239641384138,0.2224170124087176,-0.22547862804769314,0.6649977355446168,-0.534836562602114,-0.9829681440349618,-0.5087179605517232,-0.6292640351352897,0.3574221412988155,-0.6397299397118134,-0.4167713737894102,0.25138562771624845,-0.9732033510845604,-0.3028821982788652,1.0000729971410425,60s
"Dominica Prima Adventus. Alleluia, Ostende: VIII Mode",Traditional,spotify:track:6ZUVIQacko5RG3R4AKH9vC,-1.837298605401383,-2.0640973037172223,0.7881852115165895,-2.297717941195636,-1.503764519109264,-0.28165804722064125,1.8228427928758648,1.76465100781718,-0.1996717823323339,-1.8813844438885448,-1.2127096448446686,-0.499482610505169,0.25138562771624845,1.0513455651925216,-0.9186499427870721,-0.999927008187151,60s
Montague Terrace (In Blue),Scott walker,spotify:track:0X7N5udP0MTvfsikLHfHrR,-0.6337403213616439,-1.7399022668771273,1.0710693110705254,-1.814207986973946,-1.503764519109264,-0.4523793397026435,0.5451941067023578,-0.5087145669719588,-0.9091060948346579,-0.9331179955259786,0.6340699613530466,-0.23184787706718515,0.25138562771624845,1.5998862585873435,-0.5081381131149342,-0.999927008187151,60s
"Madama Butterfly, Act II: Or vienmi ad adornar (Suzuki, Butterfly)",Giacomo puccini,spotify:track:3L1N3o2OiYgcyJUovwPl0p,-1.5729657112431223,-2.1959128681467117,-0.3433511866991542,-2.6754130222582178,-1.503764519109264,-0.35830842343705044,1.8139907234566488,-0.5074725497255734,0.1530217226606715,-1.8903621144055867,-0.4636056076296516,0.8488954714584221,0.25138562771624845,0.47266828553689477,0.9286532907375487,-0.999927008187151,60s
Mother-In-Law,Ernie k-doe,spotify:track:39h384i9hij2H9Qtl9XUuu,1.5202915608216272,-0.21986692931184598,0.5053011119626535,0.08499953180883599,-1.503764519109264,-0.45354070903925575,1.1972965539179352,-0.5086840247540796,-0.23436294675787545,1.5207786124655136,0.3738183385514442,-0.6874321280828486,0.25138562771624845,-0.40459738088273556,-0.5081381131149342,1.0000729971410425,60s
Keep On Trying,Bobby vee,spotify:track:4mmoOJwXcf0nEH0Z2wivAV,-0.23442892805873994,-0.2079916532371172,-0.06046708714521829,0.18045885688297794,0.6649977355446168,-0.5011568518403584,-0.8419251712887873,-0.5087179605517232,2.136199955654128,1.217782232515345,0.1273473708064172,-0.6439414838991763,0.25138562771624845,-0.4355189631578057,-0.3028821982788652,1.0000729971410425,60s
Can't Buy Me Love,The beatles,spotify:track:3EQBI1Fiv7z3QfqTeb9Tqk,1.7115111012765385,-1.110512634916503,-1.474887584914898,-0.4563132089962099,0.6649977355446168,-0.12603455611459832,1.4274503588175507,2.2720406036560368,-0.5754927302757004,0.0880920257875539,-0.5927519959154595,-0.8716579588856217,0.25138562771624845,-1.0574036440758456,-0.9186499427870721,1.0000729971410425,60s
Lonely Little Girl,Frank zappa,spotify:track:395nYO9cxtDIzRq1o4lp3q,-0.4312725726446784,-0.4613308761646641,0.7881852115165895,-0.3683851916202253,0.6649977355446168,-0.44192701567313314,0.7428903237315146,-0.5035452224642752,2.211364145242801,1.0045625577355966,-0.33449358506717747,-1.387333940722521,0.25138562771624845,-0.9659821243447508,-1.123905857623141,-0.999927008187151,60s
Yaaraithaan Nambuvatho,P. susheela,spotify:track:4rnhIR4I4NMjIngBW7adcF,-0.6112439048375367,-0.11298944463928703,-1.192003485360962,-0.4726938032397017,0.6649977355446168,-0.23636464309276306,1.536625881654548,2.3741774703508716,-0.42516435109835377,0.36490353339635057,-1.3813766149635465,-0.13142601273352958,0.25138562771624845,-0.8870479339719537,0.5181414610654107,-0.999927008187151,60s
